Taxid	Assembly	Specie	assembly_level	To_retrieve_MassSpec	Specie_name_orig_dataset
1974455	GCA_002763335.1	Candidatus^Woesearchaeota^archaeon^CG08_land_8_20_14_0_20_47_9	Scaffold		
1974414	GCA_002763345.1	Candidatus^Micrarchaeota^archaeon^CG08_land_8_20_14_0_20_59_11	Scaffold		
1974419	GCA_002778425.1	Candidatus^Micrarchaeota^archaeon^CG10_big_fil_rev_8_21_14_0_10_59_7	Scaffold		
1974417	GCA_002778455.1	Candidatus^Micrarchaeota^archaeon^CG10_big_fil_rev_8_21_14_0_10_45_29	Scaffold		
1974405	GCA_002778895.1	Candidatus^Diapherotrites^archaeon^CG09_land_8_20_14_0_10_32_12	Scaffold		
1974413	GCA_002778915.1	Candidatus^Micrarchaeota^archaeon^CG08_land_8_20_14_0_20_49_17	Scaffold		
1975561	GCA_002779005.1	Hadesarchaea^archaeon^CG08_land_8_20_14_0_20_51_8	Scaffold		
1974404	GCA_002779065.1	Candidatus^Diapherotrites^archaeon^CG08_land_8_20_14_0_20_34_12	Scaffold		
1974403	GCA_002779075.1	Candidatus^Diapherotrites^archaeon^CG08_land_8_20_14_0_20_30_16	Scaffold		
1974385	GCA_002779555.1	Candidatus^Bathyarchaeota^archaeon^CG07_land_8_20_14_0_80_47_9	Scaffold		
1974435	GCA_002780285.1	Candidatus^Pacearchaeota^archaeon^CG06_land_8_20_14_3_00_35_12	Scaffold		
2014257	GCA_002780595.1	Candidatus^Huberiarchaeum^crystalense	Scaffold		
1975560	GCA_002781385.1	Euryarchaeota^archaeon^CG01_land_8_20_14_3_00_38_12	Scaffold		
2022694	GCA_002781805.1	Nitrosopumilales^archaeon^CG15_BIG_FIL_POST_REV_8_21_14_020_37_12	Scaffold		
1974383	GCA_002781865.1	Candidatus^Aenigmarchaeota^archaeon^CG15_BIG_FIL_POST_REV_8_21_14_020_37_27	Scaffold		
1974384	GCA_002782745.1	Candidatus^Bathyarchaeota^archaeon^CG_4_8_14_3_um_filter_42_8	Scaffold		
2022693	GCA_002783425.1	Nitrosopumilales^archaeon^CG15_BIG_FIL_POST_REV_8_21_14_020_33_23	Scaffold		
2014239	GCA_002783845.1	Candidatus^Altiarchaeum^sp.^CG_4_8_14_3_um_filter_33_2054	Scaffold		
1974451	GCA_002784405.1	Candidatus^Woesearchaeota^archaeon^CG_4_10_14_0_8_um_filter_47_5	Scaffold		
1974418	GCA_002785565.1	Candidatus^Micrarchaeota^archaeon^CG10_big_fil_rev_8_21_14_0_10_54_18	Scaffold		
1846278	GCA_002787055.1	Candidatus^Nitrosotenuis^aquarius	Complete Genome		
1073996	GCA_002788215.1	Halohasta^litchfieldiae	Complete Genome		
2022696	GCA_002788515.1	Nitrosopumilales^archaeon^CG_4_9_14_0_2_um_filter_34_16	Scaffold		
1974429	GCA_002788575.1	Candidatus^Pacearchaeota^archaeon^CG_4_9_14_0_2_um_filter_30_8	Scaffold		
1974431	GCA_002789435.1	Candidatus^Pacearchaeota^archaeon^CG_4_9_14_0_8_um_filter_35_24	Scaffold		
1974433	GCA_002790895.1	Candidatus^Pacearchaeota^archaeon^CG_4_9_14_3_um_filter_31_7	Scaffold		
1974450	GCA_002792075.1	Candidatus^Woesearchaeota^archaeon^CG_4_10_14_0_2_um_filter_57_5	Scaffold		
1974449	GCA_002792115.1	Candidatus^Woesearchaeota^archaeon^CG_4_10_14_0_2_um_filter_33_13	Scaffold		
1975557	GCA_002793475.1	archaeon^CG_4_10_14_0_2_um_filter_Archaea_38_6	Scaffold		
1974443	GCA_002794175.1	Candidatus^Pacearchaeota^archaeon^CG10_big_fil_rev_8_21_14_0_10_34_12	Scaffold		
1974442	GCA_002794195.1	Candidatus^Pacearchaeota^archaeon^CG10_big_fil_rev_8_21_14_0_10_32_42	Scaffold		
1911685	GCA_002813675.1	Methanobacterium^sp.^MZ-A1	Complete Genome		
1969372	GCA_002825515.1	Candidatus^Thorarchaeota^archaeon^MP11T_1	Contig		
2052170	GCA_002835825.1	Methanoregula^sp.	Contig		
2013852	GCA_002838935.1	Thermoplasmata^archaeon^HGW-Thermoplasmata-1	Scaffold		
2013853	GCA_002838995.1	Thermoplasmata^archaeon^HGW-Thermoplasmata-2	Contig		
2013824	GCA_002839545.1	Candidatus^Methanoperedenaceae^archaeon^HGW-Methanoperedenaceae-1	Scaffold		
2013822	GCA_002839575.1	Methanomicrobiales^archaeon^HGW-Methanomicrobiales-6	Scaffold		
2013821	GCA_002839585.1	Methanomicrobiales^archaeon^HGW-Methanomicrobiales-5	Scaffold		
2013819	GCA_002839605.1	Methanomicrobiales^archaeon^HGW-Methanomicrobiales-3	Scaffold		
2013820	GCA_002839625.1	Methanomicrobiales^archaeon^HGW-Methanomicrobiales-4	Scaffold		
2013818	GCA_002839645.1	Methanomicrobiales^archaeon^HGW-Methanomicrobiales-2	Scaffold		
2013817	GCA_002839675.1	Methanomicrobiales^archaeon^HGW-Methanomicrobiales-1	Scaffold		
2013815	GCA_002839705.1	Methanobacteriales^archaeon^HGW-Methanobacteriales-1	Scaffold		
2013674	GCA_002841095.1	Candidatus^Altiarchaeales^archaeon^HGW-Altiarchaeales-2	Scaffold		
2013673	GCA_002841105.1	Candidatus^Altiarchaeales^archaeon^HGW-Altiarchaeales-1	Scaffold		
2013767	GCA_002841675.1	Euryarchaeota^archaeon^HGW-Euryarchaeota-1	Scaffold		
2013675	GCA_002842715.1	Candidatus^Altiarchaeales^archaeon^HGW-Altiarchaeales-3	Scaffold		
1985678	GCA_002844195.1	Halegenticoccus^soli	Scaffold		
1932004	GCA_002844335.1	Haloarcula^taiwanensis	Complete Genome		
1980981	GCA_002855745.1	Thermofilum^sp.^NZ13	Contig		
2060322	GCA_002877795.1	Caldisphaera^sp.	Contig		
2060325	GCA_002878135.1	Aciduliprofundum^sp.	Contig		
2056630	GCA_002878355.1	Candidatus^Korarchaeota^archaeon	Contig		
2005741	GCA_002897655.1	archaeon^BMS3Abin17	Contig		
2005738	GCA_002897955.1	archaeon^BMS3Bbin15	Contig		
2035437	GCA_002898355.1	archaeon^HR01	Contig		
2035438	GCA_002898395.1	archaeon^HR02	Contig		
2035440	GCA_002898655.1	archaeon^HR04	Contig		
2035442	GCA_002898815.1	archaeon^HR06	Contig		
2060324	GCA_002899805.1	Fervidicoccus^sp.	Contig		
1933279	GCA_002900535.1	Thermoplasmata^archaeon^M9B1D	Contig		
1933281	GCA_002900545.1	Thermoplasmata^archaeon^M11B2D	Contig		
755307	GCA_002906575.1	Salinigranum^rubrum	Complete Genome		
2005740	GCA_002923215.1	archaeon^BMS3Abin16	Contig		
1968520	GCA_002926195.1	ANME-2^cluster^archaeon^HR1	Scaffold		
2055893	GCA_002952775.1	Halalkaliarchaeum^desulfuricum	Complete Genome		
1919232	GCA_003009755.1	Thermoplasmatales^archaeon^SW_10_69_26	Scaffold		
1919222	GCA_003009775.1	Nanohaloarchaea^archaeon^SW_7_46_7	Scaffold		
1919221	GCA_003009795.1	Nanohaloarchaea^archaeon^SW_7_43_1	Contig		
1919220	GCA_003009815.1	Nanohaloarchaea^archaeon^SW_4_43_9	Scaffold		
1919219	GCA_003009825.1	Nanohaloarchaea^archaeon^SW_10_44_10	Scaffold		
1978161	GCA_003019475.1	Candidatus^Marsarchaeota^G2^archaeon^ECH_B_3	Contig		
1978156	GCA_003019595.1	Candidatus^Marsarchaeota^G1^archaeon^BE_D	Contig		
1919182	GCA_003020925.1	Halobacteriales^archaeon^QS_6_64_34	Scaffold		
1919183	GCA_003020945.1	Halobacteriales^archaeon^QS_6_71_20	Scaffold		
1919175	GCA_003020965.1	Halobacteriales^archaeon^QS_4_69_225	Scaffold		
1919178	GCA_003020985.1	Halobacteriales^archaeon^QS_4_70_19	Scaffold		
1919171	GCA_003021005.1	Halobacteriales^archaeon^QS_1_69_70	Scaffold		
1919177	GCA_003021045.1	Halobacteriales^archaeon^QS_4_69_34	Scaffold		
1919169	GCA_003021085.1	Halobacteriales^archaeon^QS_1_68_20	Scaffold		
1919168	GCA_003021105.1	Halobacteriales^archaeon^QS_1_68_17	Scaffold		
1919166	GCA_003021145.1	Halobacteriales^archaeon^QH_9_66_26	Scaffold		
1919158	GCA_003021175.1	Halobacteriales^archaeon^QH_7_66_36	Scaffold		
1919155	GCA_003021205.1	Halobacteriales^archaeon^QH_6_66_25	Scaffold		
1919154	GCA_003021235.1	Halobacteriales^archaeon^QH_6_64_20	Scaffold		
1919151	GCA_003021285.1	Halobacteriales^archaeon^QH_2_65_14	Scaffold		
1919149	GCA_003021305.1	Halobacteriales^archaeon^QH_10_67_22	Scaffold		
1919150	GCA_003021325.1	Halobacteriales^archaeon^QH_10_70_21	Scaffold		
1919148	GCA_003021335.1	Halobacteriales^archaeon^QH_10_67_13	Scaffold		
1919146	GCA_003021365.1	Halobacteriales^archaeon^QH_1_68_42	Scaffold		
1919176	GCA_003021655.1	Halobacteriales^archaeon^QS_4_69_31	Scaffold		
1919173	GCA_003021685.1	Halobacteriales^archaeon^QS_4_62_28	Scaffold		
1919172	GCA_003021705.1	Halobacteriales^archaeon^QS_3_64_16	Scaffold		
1919162	GCA_003021725.1	Halobacteriales^archaeon^QH_8_64_26	Scaffold		
1919161	GCA_003021745.1	Halobacteriales^archaeon^QH_7_69_31	Scaffold		
1919164	GCA_003021755.1	Halobacteriales^archaeon^QH_8_67_36	Scaffold		
1919157	GCA_003021785.1	Halobacteriales^archaeon^QH_7_65_31	Scaffold		
1919156	GCA_003021795.1	Halobacteriales^archaeon^QH_6_68_27	Scaffold		
1919181	GCA_003021975.1	Halobacteriales^archaeon^QS_5_70_17	Scaffold		
1919180	GCA_003022005.1	Halobacteriales^archaeon^QS_5_70_15	Scaffold		
1919167	GCA_003022025.1	Halobacteriales^archaeon^QS_1_67_19	Scaffold		
1919163	GCA_003022045.1	Halobacteriales^archaeon^QH_8_67_27	Scaffold		
1919147	GCA_003022085.1	Halobacteriales^archaeon^QH_10_65_19	Scaffold		
1919203	GCA_003022725.1	Halobacteriales^archaeon^SW_7_65_23	Scaffold		
1919210	GCA_003022745.1	Halobacteriales^archaeon^SW_9_67_25	Scaffold		
1919204	GCA_003022785.1	Halobacteriales^archaeon^SW_7_68_16	Scaffold		
1919205	GCA_003022805.1	Halobacteriales^archaeon^SW_7_71_33	Scaffold		
1919199	GCA_003022815.1	Halobacteriales^archaeon^SW_5_68_122	Scaffold		
1919192	GCA_003022905.1	Halobacteriales^archaeon^QS_9_68_42	Scaffold		
1919186	GCA_003022925.1	Halobacteriales^archaeon^QS_8_65_32	Scaffold		
1919188	GCA_003022945.1	Halobacteriales^archaeon^QS_8_69_73	Scaffold		
1919190	GCA_003023185.1	Halobacteriales^archaeon^QS_9_67_17	Scaffold		
1919187	GCA_003023195.1	Halobacteriales^archaeon^QS_8_69_26	Scaffold		
1919208	GCA_003023405.1	Halobacteriales^archaeon^SW_8_68_21	Scaffold		
1919197	GCA_003023455.1	Halobacteriales^archaeon^SW_12_69_24	Scaffold		
1919201	GCA_003023465.1	Halobacteriales^archaeon^SW_6_65_15	Scaffold		
1919195	GCA_003023485.1	Halobacteriales^archaeon^SW_10_68_16	Scaffold		
1919184	GCA_003023525.1	Halobacteriales^archaeon^QS_7_68_65	Scaffold		
1919193	GCA_003023535.1	Halobacteriales^archaeon^QS_9_70_65	Scaffold		
1919191	GCA_003023565.1	Halobacteriales^archaeon^QS_9_68_17	Scaffold		
1919185	GCA_003023575.1	Halobacteriales^archaeon^QS_7_69_60	Scaffold		
1919179	GCA_003023785.1	Halobacteriales^archaeon^QS_5_68_33	Scaffold		
2137776	GCA_003034855.1	archaeon^SCG-AAA382B04	Contig		
1973259	GCA_003056265.1	Zestosphaera^tikiterensis	Contig		
1980982	GCA_003056285.1	Aigarchaeota^archaeon^NZ13_MG1	Contig		
1679096	GCA_003058365.1	Haloarculaceae^archaeon^HArcel1	Complete Genome		
1987492	GCA_003086375.1	Sulfolobus^sp.^SCGC^AB-777_L09	Contig		
1987490	GCA_003086385.1	Sulfolobus^sp.^SCGC^AB-777_G05	Contig		
1987491	GCA_003086555.1	Sulfolobus^sp.^SCGC^AB-777_G06	Contig		
2005260	GCA_003086575.1	Sulfolobales^archaeon^SCGC^AB-777_K09	Contig		
2072416	GCA_003104905.1	Candidatus^Methanoperedenaceae^archaeon	Scaffold		
190976	GCA_003111605.1	Methanobrevibacter^woesei	Contig		
190975	GCA_003111625.1	Methanobrevibacter^thaueri	Contig		
2027460	GCA_003116855.1	Desulfurococcaceae^archaeon^AG1	Scaffold		
2164	GCA_003134315.1	Methanobacterium^sp.	Scaffold		
2052168	GCA_003135935.1	Methanomassiliicoccaceae^archaeon	Scaffold		
2012493	GCA_003144275.1	Candidatus^Heimdallarchaeota^archaeon^B3_Heim	Scaffold		
90426	GCA_003157115.1	Methanothrix^sp.	Scaffold		
2213	GCA_003157235.1	Methanosarcina^sp.	Scaffold		
2184052	GCA_003160755.1	Methanomicrobiales^archaeon	Scaffold		
1277351	GCA_003173335.1	Methanospirillum^stamsii	Contig		
668570	GCA_003173355.1	Methanospirillum^lacunae	Contig		
718286	GCA_003175215.1	Candidatus^Nitrosopumilus^sp.^NM25	Contig		
2056317	GCA_003194445.1	ANME-2^cluster^archaeon	Scaffold		
312539	GCA_003201765.1	Acidianus^sulfidivorans^JP7	Complete Genome		
41673	GCA_003201835.1	Acidianus^brierleyi	Complete Genome		
2077140	GCA_003202545.1	Candidatus^Parvarchaeota^archaeon	Contig		
2094122	GCA_003205235.1	Thermoplasma^sp.^Kam2015	Contig		
2218585	GCA_003226235.1	Halogeometricum^sp.^wsp3	Contig		
2202732	GCA_003229255.1	Nitrosopumilaceae^archaeon	Contig		
1906667	GCA_003246535.1	Methanomassiliicoccales^archaeon	Contig		
1170320	GCA_003248015.1	Candidatus^Nitrosopumilus^salaria	Contig		
2214	GCA_003249335.1	Methanosarcina^acetivorans	Contig		
83984	GCA_003250025.1	Methanocorpusculum^labreanum	Contig		
2203	GCA_003251955.1	Methanospirillum^hungatei	Contig		
680118	GCA_003264935.1	Methanothermobacter^tenebrarum	Contig		
1945578	GCA_003266065.1	Methanosphaera^sp.^rholeuAM130	Scaffold		
1945579	GCA_003266075.1	Methanosphaera^sp.^rholeuAM74	Scaffold		
1945580	GCA_003266105.1	Methanosphaera^sp.^rholeuAM6	Scaffold		
1945631	GCA_003266145.1	Methanosphaera^sp.^SHI613	Scaffold		
1945577	GCA_003266165.1	Methanosphaera^sp.^rholeuAM270	Scaffold		
1945632	GCA_003266175.1	Methanosphaera^sp.^SHI1033	Scaffold		
1789762	GCA_003268005.1	Methanosphaera^sp.^BMS	Complete Genome		
1465461	GCA_003269155.1	Thaumarchaeota^archaeon^SCGC^AC-337_F14	Scaffold		
2161923	GCA_003279245.1	marine^archaeum^AG-341-O08	Contig		
2161922	GCA_003282115.1	marine^archaeum^AG-339-F18	Contig		
2249761	GCA_003287355.1	Halorubrum^sp.^48-1-W	Contig		
29295	GCA_003298465.1	halophilic^archaeon	Contig		
2006182	GCA_003315655.1	Methanobrevibacter^sp.^NOE	Contig		
2006183	GCA_003315675.1	Methanocorpusculum^sp.^MCE	Contig		
1126245	GCA_003336245.1	Haloplanus^salinus	Contig		
1547899	GCA_003342695.1	Haloplanus^sp.^CBA1113	Complete Genome		
2282654	GCA_003344565.1	Saliphagus^sp.^LR7	Contig		
1868214	GCA_003344655.1	Candidatus^Korarchaeota^archaeon^NZ13-K	Contig		
2053491	GCA_003345545.1	Candidatus^Thorarchaeota^archaeon	Scaffold		
1236180	GCA_003351065.1	Halopelagius^longus	Scaffold		
2607662	GCA_003351865.1	Methanofervidicoccus^sp.^A16	Complete Genome		
2056631	GCA_003352245.1	Crenarchaeota^archaeon	Contig		
660515	GCA_003369835.1	Halorussus^rarus	Contig		
1710536	GCA_003382685.1	Halorussus^sp.^HD8-51	Scaffold		
2044521	GCA_003430825.1	Natronolimnobius^sulfurireducens	Complete Genome		
1577685	GCA_003431325.1	Acidilobus^sp.^7A	Complete Genome		
2283527	GCA_003439925.1	Haloprofundus^halophilus	Contig		
2025350	GCA_003491285.1	Methanobacterium^sp.^BRmetb2	Complete Genome		
2025351	GCA_003491305.1	Methanobacterium^sp.^BAmetb5	Complete Genome		
2093792	GCA_003550625.1	Candidatus^Aenigmarchaeota^archaeon	Contig		
1954478	GCA_003551265.1	Halovenus^sp.	Contig		
1879286	GCA_003551525.1	Halorubrum^sp.	Contig		
2093797	GCA_003551725.1	Halorubraceae^archaeon	Contig		
2099673	GCA_003554305.1	Candidatus^Nanohaloarchaeota^archaeon	Contig		
2099682	GCA_003555005.1	Methanonatronarchaeia^archaeon	Contig		
2099668	GCA_003555245.1	candidate^division^MSBL1^archaeon	Contig		
2099680	GCA_003558085.1	Methanobacteriaceae^archaeon	Contig		
2099674	GCA_003558335.1	Candidatus^Methanofastidiosa^archaeon	Contig		
1940235	GCA_003568775.1	Candidatus^Nanoclepta^minutus	Contig		
1898379	GCA_003584625.1	Methanothermobacter^sp.^MT-2	Complete Genome		
2321230	GCA_003602035.1	Halococcus^sp.^IIIV-5B	Contig		
2216978	GCA_003605575.1	Halonotius^sp.^F13-13	Scaffold		
268735	GCA_003605635.1	Halonotius^pteroides	Contig		
148449	GCA_003610195.1	Halopiger^aswanensis	Scaffold		
2250257	GCA_003649085.1	Candidatus^Verstraetearchaeota^archaeon	Contig		
2250277	GCA_003649205.1	Thermoprotei^archaeon	Contig		
2250274	GCA_003660965.1	Candidatus^Micrarchaeota^archaeon	Contig		
2250255	GCA_003661005.1	Methanosarcinales^archaeon	Contig		
2250275	GCA_003661405.1	Candidatus^Hydrothermarchaeota^archaeon	Contig		
2250276	GCA_003661465.1	Hadesarchaea^archaeon	Contig		
2250273	GCA_003661485.1	Candidatus^Geothermarchaeota^archaeon	Contig		
2053489	GCA_003662865.1	Candidatus^Lokiarchaeota^archaeon	Contig		
2250258	GCA_003662925.1	Archaeoglobales^archaeon	Contig		
2250256	GCA_003663045.1	Candidatus^Altiarchaeales^archaeon	Contig		
2282131	GCA_003665925.1	Halobellus^sp.^Atlit-38R	Contig		
2282130	GCA_003665935.1	Halobellus^sp.^Atlit-31R	Contig		
2282128	GCA_003666015.1	Halorubrum^sp.^Atlit-26R	Contig		
1702106	GCA_003670115.1	Halobacteriaceae^archaeon^SHR37	Contig		
1547897	GCA_003675855.1	Halostella^salina	Contig		
2448456	GCA_003675875.1	Halostella^sp.^LT12	Scaffold		
660522	GCA_003688715.1	Haloplanus^aerogenes	Scaffold		
2675002	GCA_003697815.1	Halalkalicoccus^subterraneus	Scaffold		
2592614	GCA_003697845.1	Halobellus^sp.^ZY21	Scaffold		
2478979	GCA_003702465.1	Candidatus^Nitrosomarinus^sp.	Scaffold		
1853682	GCA_003721175.1	Halarchaeum^sp.^CBA1220	Contig		
1853699	GCA_003721435.1	Halorubrum^sp.^CBA1229	Contig		
2485783	GCA_003722075.1	Methanohalophilus^sp.^RSK	Contig		
2487041	GCA_003722095.1	Natronomonas^sp.^CBA1133	Contig		
2478559	GCA_003724175.1	Thaumarchaeota^archaeon^S15	Scaffold		
2478556	GCA_003724285.1	Nitrosopumilus^sp.^H13	Contig		
2478554	GCA_003724325.1	Nitrosopumilus^sp.^D6	Contig		
1710538	GCA_003730195.1	Halosimplex^sp.^YPL4	Contig		
2485838	GCA_003781945.1	Halorubrum^sp.^CSM-61	Contig		
190974	GCA_003814835.1	Methanobrevibacter^gottschalkii^DSM^11977	Scaffold		
2485498	GCA_003819845.1	Methanoregulaceae^archaeon	Contig		
2293855	GCA_003838065.1	Methanocalculus^sp.^MSAO_Arc2	Contig		
2293854	GCA_003838185.1	Methanocalculus^sp.^MSAO_Arc1	Contig		
768733	GCA_003838235.1	Methanosalsum^natronophilum	Contig		
1679083	GCA_003841465.1	Natrarchaeobius^chitinivorans	Contig		
1679091	GCA_003841485.1	Natrarchaeobius^halalkaliphilus	Contig		
1679083	GCA_003841505.1	Natrarchaeobius^chitinivorans	Contig		
671145	GCA_003862495.1	Halomarina^oriensis	Contig		
2478471	GCA_003947435.1	Candidatus^Methanodesulfokores^washburnensis	Scaffold		
1670455	GCA_003967175.1	Sulfodiicoccus^acidiphilus	Complete Genome		
2675099	GCA_003977755.1	Haloterrigena^salifodinae	Scaffold		
1970083	GCA_003978665.1	Hyperthermus^sp.	Contig		
1872626	GCA_003978865.1	Archaeoglobus^sp.	Contig		
634157	GCA_003990725.1	Halorubrum^sp.^PV6	Complete Genome		
2500550	GCA_004015825.1	Halobacteriaceae^bacterium^SHR40	Scaffold		
2593994	GCA_004028775.1	Candidatus^Methanosuratus^subterraneum	Contig		
2505977	GCA_004087835.1	Halorussus^sp.^RC-68	Complete Genome		
2507075	GCA_004099695.1	Methanosarcina^sp.^MSH10X1	Contig		
1550565	GCA_004102725.1	Methanoculleus^taiwanensis	Scaffold		
2497325	GCA_004114375.1	Halorubrum^sp.^BOL3-1	Complete Genome		
2508724	GCA_004114995.1	Halorubrum^amylolyticum	Scaffold		
2071624	GCA_004116405.1	Haloferacaceae^archaeon^SYSU^A00711	Contig		
2479928	GCA_004118325.1	Halorientalis^sp.^F13-25	Scaffold		
2138083	GCA_004137855.1	Methanohalophilus^sp.^SLHTYRO	Scaffold		
1126242	GCA_004143485.1	Halorussus^amylolyticus	Scaffold		
2608793	GCA_004193545.1	Candidatus^Argoarchaeum^ethanivorans	Contig		
2077317	GCA_004195645.1	uncultured^DHVE6^group^euryarchaeote	Contig		
2491083	GCA_004212075.1	Candidatus^Methanoliparum^thermophilum	Contig		
2491085	GCA_004212085.1	Candidatus^Methanolliviera^hydrocarbonicum	Contig		
2491082	GCA_004212135.1	Methanophagales^archaeon^ANME-1-THS	Scaffold		
2478562	GCA_004285905.1	Nanoarchaeota^archaeon^Gua-46	Contig		
2052832	GCA_004297185.1	Methanofollis^sp.^FWC-SCC2	Contig		
2082189	GCA_004310395.1	Methanofervidicoccus^abyssi	Contig		
2507556	GCA_004322465.1	Candidatus^Nitrosotenuis^sp.	Contig		
2576309	GCA_004332335.1	Methanoregulaceae^archaeon^UXB-2016	Contig		
2546571	GCA_004347965.1	Candidatus^Nezhaarchaeota^archaeon^WYZ-LMO8	Contig		
91560	GCA_004363215.1	Methanimicrococcus^blatticola	Scaffold		
2528041	GCA_004525545.1	Methanomassiliicoccus^sp.	Contig		
83816	GCA_004553595.1	Methanobrevibacter^ruminantium	Contig		
2562280	GCA_004681185.1	Halomicroarcula^sp.^LR21	Scaffold		
2559572	GCA_004698125.1	Halosimplex^sp.^TH32	Scaffold		
2052935	GCA_004745425.1	Methanolobus^sp.^SY-01	Contig		
1126238	GCA_004765785.1	Halorussus^ruber	Scaffold		
2505976	GCA_004765795.1	Halorussus^sp.^LYG-36	Scaffold		
1710537	GCA_004765805.1	Halorussus^sp.^HD8-83	Scaffold		
1364935	GCA_004765815.1	Halorussus^salinus	Scaffold		
2528831	GCA_004785955.1	Halostella^litorea	Scaffold		
2559573	GCA_004944975.1	Halorhabdus^sp.^H27	Scaffold		
2558243	GCA_005049285.1	halophilic^archaeon^NEN8	Contig		
2218536	GCA_005191415.1	Candidatus^Helarchaeota^ASGARD^archaeon^Hel_GB_A	Scaffold		
2218537	GCA_005191425.1	Candidatus^Helarchaeota^ASGARD^archaeon^Hel_GB_B	Contig		
2012492	GCA_005222965.1	Candidatus^Woesearchaeota^archaeon^B3_Woes	Contig		
2012490	GCA_005222975.1	Candidatus^Lokiarchaeota^archaeon^Loki_b31	Contig		
2012484	GCA_005222995.1	Hadesarchaea^archaeon^B3_Hades	Contig		
2012491	GCA_005223125.1	Candidatus^Lokiarchaeota^archaeon^Loki_b32	Scaffold		
2217661	GCA_005239135.1	Natronomonas^sp.^F20-122	Contig		
2575697	GCA_005239175.1	halophilic^archaeon^SHRA6	Scaffold		
2558242	GCA_005239435.1	halophilic^archaeon^LT46	Scaffold		
2509225	GCA_005406125.1	Haloarcula^sp.^MD-130	Contig		
2518118	GCA_005435045.1	Halorubrum^sp.^SS5	Scaffold		
2518112	GCA_005435165.1	Halorubrum^sp.^GN11_10-6_MGM	Contig		
2563889	GCA_005543295.1	Haloferacaceae^archaeon^N1521	Scaffold		
88724	GCA_005576615.1	Natrinema^versiforme	Complete Genome		
2552943	GCA_005938085.1	Haloterrigena^sp.^H1	Contig		
2583824	GCA_005954745.1	Halostella^pelagica	Complete Genome		
2586643	GCA_006274605.1	Thermococcus^sp.^IOH1	Complete Genome		
2419781	GCA_006543045.1	Natronolimnobius^sp.^XQ-INN^246	Scaffold		
2508726	GCA_006740685.1	Candidatus^Nitrosopumilus^sp.^SW	Complete Genome		
2511997	GCA_006861655.1	Halonotius^roseus	Scaffold		
2487750	GCA_006861665.1	Halonotius^terrestris	Scaffold		
2137971	GCA_006864335.1	Haloferax^sp.^wsp5	Contig		
1820005	GCA_006954405.1	Methanomassiliicoccales^archaeon^Mx-02	Contig		
1820006	GCA_006954425.1	Methanomassiliicoccales^archaeon^Mx-03	Scaffold		
1820007	GCA_006954465.1	Methanomassiliicoccales^archaeon^Mx-06	Scaffold		
2565931	GCA_007004735.1	Salinigranum^halophilum	Scaffold		
2080321	GCA_007123025.1	Haloferacaceae^archaeon	Contig		
2018670	GCA_007123105.1	Salinarchaeum^sp.	Contig		
1904752	GCA_007125235.1	Halobacteriales^archaeon	Contig		
2497615	GCA_007127355.1	Haloarculaceae^archaeon	Contig		
2004548	GCA_007127385.1	Methanosalsum^sp.	Contig		
2004547	GCA_007130455.1	Methanocalculus^sp.	Contig		
2497617	GCA_007131485.1	Halococcaceae^archaeon	Contig		
2517205	GCA_007131865.1	Candidatus^Methanomethylophilaceae^archaeon	Contig		
35747	GCA_007134425.1	Natronococcus^sp.	Contig		
2184060	GCA_007135435.1	Natronomonas^sp.	Contig		
1935978	GCA_007135505.1	Halovivax^sp.	Contig		
2234134	GCA_007421925.1	Natronomonas^sp.^F16-60	Scaffold		
2479206	GCA_007570915.1	Cenarchaeum^sp.	Contig		
2592614	GCA_007655485.1	Halobellus^sp.^ZY21	Scaffold		
2583990	GCA_007671685.1	Halorubrum^salsamenti	Scaffold		
2583992	GCA_007671725.1	Halorubrum^depositum	Contig		
2035267	GCA_007826885.1	Candidatus^Nitrosocosmicus^arcticus	Scaffold		
2599399	GCA_007833275.1	Salarchaeum^sp.^JOR-1	Complete Genome		
2594042	GCA_008000775.1	anaerobic^archaeon^MK-D1	Complete Genome		
2055836	GCA_008122205.1	Natronococcus^sp.^LS1_42	Contig		
1973142	GCA_008709555.1	Thermoplasma^sp.	Scaffold		
1853685	GCA_008729005.1	Haloarcula^sp.^CBA1130	Contig		
2650752	GCA_008806815.1	Haloferax^sp.^CBA1148	Contig		
2650753	GCA_008806915.1	Haloferax^sp.^CBA1149	Contig		
2650975	GCA_008831545.1	Halorussus^sp.^ZS-3	Complete Genome		
2080451	GCA_008974855.1	archaeon^MnTg01	Contig		
1364937	GCA_009176545.1	Salinigranum^salinum	Contig		
2217660	GCA_009184575.1	Natronomonas^sp.^F18-79	Scaffold		
2169593	GCA_009377575.1	Nitrososphaeraceae^archaeon	Scaffold		
2109671	GCA_009379865.1	Candidatus^Nitrosocosmicus^sp.	Scaffold		
348826	GCA_009392895.1	Natronorubrum^aibiense	Complete Genome		
2107590	GCA_009392915.1	Candidatus^Forterrea^multitransposorum^CG_2015-17_Forterrea_25_41	Complete Genome		
2663019	GCA_009601705.1	Sulfolobus^sp.^E5-1-F	Complete Genome		
2565781	GCA_009617975.1	DPANN^group^archaeon^LC1Nh	Complete Genome		
2610902	GCA_009617995.1	Halomicrobium^sp.^LC1Hm	Complete Genome		
2666143	GCA_009674625.1	Haloferax^sp.^MBLA0078	Contig		
